Index,X.1,X,Season,Episode,title,Scene,Line,Speaker,Text,Location,Region,House,Major.Char,Gender
330,330,330,Season 1,S01E01,Winter is Coming,19,330,JON SNOW, So take me with you when you go back.,Winterfell,The North,Stark,1,Male
331,331,331,Season 1,S01E01,Winter is Coming,19,331,BENJEN STARK, Jon,Winterfell,The North,Stark,0,Other
332,332,332,Season 1,S01E01,Winter is Coming,19,332,JON SNOW," Father will let me if you ask him, I know he will.",Winterfell,The North,Stark,1,Male
333,333,333,Season 1,S01E01,Winter is Coming,19,333,BENJEN STARK, The Wall isn't going anywhere.,Winterfell,The North,Stark,0,Other
334,334,334,Season 1,S01E01,Winter is Coming,19,334,JON SNOW, I'm ready to swear your oath.,Winterfell,The North,Stark,1,Male
335,335,335,Season 1,S01E01,Winter is Coming,19,335,BENJEN STARK, You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,Winterfell,The North,Stark,0,Other
336,336,336,Season 1,S01E01,Winter is Coming,19,336,JON SNOW, I don't care about that.,Winterfell,The North,Stark,1,Male
337,337,337,Season 1,S01E01,Winter is Coming,19,337,BENJEN STARK," You might, if you knew what it meant. I'd better get inside. Rescue your father from his guests. We'll talk later.",Winterfell,The North,Stark,0,Other
338,338,338,Season 1,S01E01,Winter is Coming,19,338,SCRIPT_NOTE,[BENJEN goes to the banquet.],Winterfell,The North,Other,0,Other
339,339,339,Season 1,S01E01,Winter is Coming,19,339,TYRION LANNISTER, Your uncle's in the Night's Watch.,Winterfell,The North,Lannister,1,Male
340,340,340,Season 1,S01E01,Winter is Coming,19,340,JON SNOW, What're you doing back there?,Winterfell,The North,Stark,1,Male
341,341,341,Season 1,S01E01,Winter is Coming,19,341,TYRION LANNISTER, Preparing for a night with your family. I've always wanted to see the Wall.,Winterfell,The North,Lannister,1,Male
342,342,342,Season 1,S01E01,Winter is Coming,19,342,JON SNOW, You're Tyrion Lannister. The queen's brother?,Winterfell,The North,Stark,1,Male
343,343,343,Season 1,S01E01,Winter is Coming,19,343,TYRION LANNISTER," My greatest accomplishment. You – you're Ned Stark's bastard, aren't you?",Winterfell,The North,Lannister,1,Male
344,344,344,Season 1,S01E01,Winter is Coming,19,344,JON SNOW,[JON looks angry and turns away.],Winterfell,The North,Stark,1,Male
345,345,345,Season 1,S01E01,Winter is Coming,19,345,TYRION LANNISTER," Did I offend you? Sorry. You are the bastard, though.",Winterfell,The North,Lannister,1,Male
346,346,346,Season 1,S01E01,Winter is Coming,19,346,JON SNOW, Lord Eddard Stark is my father.,Winterfell,The North,Stark,1,Male
347,347,347,Season 1,S01E01,Winter is Coming,19,347,TYRION LANNISTER," And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",Winterfell,The North,Lannister,1,Male
348,348,348,Season 1,S01E01,Winter is Coming,19,348,JON SNOW, What the hell do you know about being a bastard?,Winterfell,The North,Stark,1,Male
349,349,349,Season 1,S01E01,Winter is Coming,19,349,TYRION LANNISTER, All dwarves are bastards in their fathers' eyes.,Winterfell,The North,Lannister,1,Male
350,350,350,Season 1,S01E01,Winter is Coming,19,350,TYRION LANNISTER,[TYRION departs. JON picks up his sword and attacks the dummy with new ferocity.],Winterfell,The North,Lannister,1,Male
351,351,351,Season 1,S01E01,Winter is Coming,19,351,JON SNOW,[TYRION departs. JON picks up his sword and attacks the dummy with new ferocity.],Winterfell,The North,Stark,1,Male
352,352,352,Season 1,S01E01,Winter is Coming,20,352,NED STARK,"[The scene shifts back to the banquet, in full raucous swing. NED is off to himself; BENJEN comes up to him.]",Winterfell,The North,Stark,1,Male
353,353,353,Season 1,S01E01,Winter is Coming,20,353,BENJEN STARK, You at a feast -- It's like a bear in a trap.,Winterfell,The North,Stark,0,Other
354,354,354,Season 1,S01E01,Winter is Coming,20,354,NED STARK, The boy I beheaded. Did you know him?,Winterfell,The North,Stark,1,Male
355,355,355,Season 1,S01E01,Winter is Coming,20,355,BENJEN STARK," Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",Winterfell,The North,Stark,0,Other
356,356,356,Season 1,S01E01,Winter is Coming,20,356,NED STARK, He was talking madness. Said the Walkers slaughtered his friends.,Winterfell,The North,Stark,1,Male
357,357,357,Season 1,S01E01,Winter is Coming,20,357,BENJEN STARK, The two he was with are still missing.,Winterfell,The North,Stark,0,Other
358,358,358,Season 1,S01E01,Winter is Coming,20,358,NED STARK, A wildling ambush.,Winterfell,The North,Stark,1,Male
359,359,359,Season 1,S01E01,Winter is Coming,20,359,BENJEN STARK, Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,Winterfell,The North,Stark,0,Other
360,360,360,Season 1,S01E01,Winter is Coming,20,360,NED STARK, Winter is coming.,Winterfell,The North,Stark,1,Male
361,361,361,Season 1,S01E01,Winter is Coming,20,361,ROBB STARK,[ROBB approaches.],Winterfell,The North,Stark,1,Male
362,362,362,Season 1,S01E01,Winter is Coming,20,362,ROBB STARK, Uncle Benjen.,Winterfell,The North,Stark,1,Male
363,363,363,Season 1,S01E01,Winter is Coming,20,363,BENJEN STARK, Robb boy. How are ye?,Winterfell,The North,Stark,0,Other
364,364,364,Season 1,S01E01,Winter is Coming,20,364,ROBB STARK, I'm good.,Winterfell,The North,Stark,1,Male
365,365,365,Season 1,S01E01,Winter is Coming,20,365,ROBERT BARATHEON,[KING ROBERT gets even more bawdy with a wench.],Winterfell,The North,Baratheon,1,Male
366,366,366,Season 1,S01E01,Winter is Coming,20,366,CATELYN STARK,"CATELYN (in desperation) Is this your first time in the North, Your Grace?",Winterfell,The North,Stark,1,Female
367,367,367,Season 1,S01E01,Winter is Coming,20,367,CERSEI LANNISTER, Yes. Lovely country.,Winterfell,The North,Lannister,1,Female
368,368,368,Season 1,S01E01,Winter is Coming,20,368,SANSA STARK,[They observe SANSA.],Winterfell,The North,Stark,1,Female
369,369,369,Season 1,S01E01,Winter is Coming,20,369,CATELYN STARK," I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",Winterfell,The North,Stark,1,Female
370,370,370,Season 1,S01E01,Winter is Coming,20,370,SANSA STARK,[SANSA approaches and smiles shyly at CERSEI.],Winterfell,The North,Stark,1,Female
371,371,371,Season 1,S01E01,Winter is Coming,20,371,CERSEI LANNISTER,[SANSA approaches and smiles shyly at CERSEI.],Winterfell,The North,Lannister,1,Female
372,372,372,Season 1,S01E01,Winter is Coming,20,372,CERSEI LANNISTER," Hello, little dove. But you are a beauty. How old are you?",Winterfell,The North,Lannister,1,Female
373,373,373,Season 1,S01E01,Winter is Coming,20,373,SANSA STARK," Thirteen, Your Grace.",Winterfell,The North,Stark,1,Female
374,374,374,Season 1,S01E01,Winter is Coming,20,374,CERSEI LANNISTER, You're tall. Still growing?,Winterfell,The North,Lannister,1,Female
375,375,375,Season 1,S01E01,Winter is Coming,20,375,SANSA STARK," I think so, Your Grace.",Winterfell,The North,Stark,1,Female
376,376,376,Season 1,S01E01,Winter is Coming,20,376,CERSEI LANNISTER, And have you bled yet?,Winterfell,The North,Lannister,1,Female
377,377,377,Season 1,S01E01,Winter is Coming,20,377,SANSA STARK," No, Your Grace.",Winterfell,The North,Stark,1,Female
378,378,378,Season 1,S01E01,Winter is Coming,20,378,CERSEI LANNISTER, And your dress. Did you make it?,Winterfell,The North,Lannister,1,Female
379,379,379,Season 1,S01E01,Winter is Coming,20,379,SANSA STARK,[SANSA nods yes.],Winterfell,The North,Stark,1,Female
380,380,380,Season 1,S01E01,Winter is Coming,20,380,CERSEI LANNISTER, Such talent. You must make something for me.,Winterfell,The North,Lannister,1,Female
381,381,381,Season 1,S01E01,Winter is Coming,20,381,SANSA STARK,[SANSA departs.],Winterfell,The North,Stark,1,Female
382,382,382,Season 1,S01E01,Winter is Coming,20,382,CERSEI LANNISTER, I hear we might share a grandchild someday.,Winterfell,The North,Lannister,1,Female
383,383,383,Season 1,S01E01,Winter is Coming,20,383,CATELYN STARK, I hear the same.,Winterfell,The North,Stark,1,Female
384,384,384,Season 1,S01E01,Winter is Coming,20,384,CERSEI LANNISTER, Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,Winterfell,The North,Lannister,1,Female
385,385,385,Season 1,S01E01,Winter is Coming,20,385,SANSA STARK,[SANSA and JOFFREY catch each other's eye. JOFFREY smiles at her and she turns to her friend.],Winterfell,The North,Stark,1,Female
386,386,386,Season 1,S01E01,Winter is Coming,20,386,JOFFREY BARATHEON,[SANSA and JOFFREY catch each other's eye. JOFFREY smiles at her and she turns to her friend.],Winterfell,The North,Lannister,1,Male
387,387,387,Season 1,S01E01,Winter is Coming,20,387,JAIME LANNISTER,[JAIME and NED meet up. JAIME blocks their path.],Winterfell,The North,Lannister,1,Male
388,388,388,Season 1,S01E01,Winter is Coming,20,388,NED STARK,[JAIME and NED meet up. JAIME blocks their path.],Winterfell,The North,Stark,1,Male
389,389,389,Season 1,S01E01,Winter is Coming,20,389,NED STARK, Your pardon.,Winterfell,The North,Stark,1,Male
390,390,390,Season 1,S01E01,Winter is Coming,20,390,JAIME LANNISTER, I hear we might be neighbors soon. I hope it's true.,Winterfell,The North,Lannister,1,Male
391,391,391,Season 1,S01E01,Winter is Coming,20,391,NED STARK," Yes, the king has honored me with his offer.",Winterfell,The North,Stark,1,Male
392,392,392,Season 1,S01E01,Winter is Coming,20,392,JAIME LANNISTER," I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",Winterfell,The North,Lannister,1,Male
393,393,393,Season 1,S01E01,Winter is Coming,20,393,NED STARK, I don't fight in tournaments.,Winterfell,The North,Stark,1,Male
394,394,394,Season 1,S01E01,Winter is Coming,20,394,JAIME LANNISTER, No? Getting a little old for it?,Winterfell,The North,Lannister,1,Male
395,395,395,Season 1,S01E01,Winter is Coming,20,395,NED STARK," I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",Winterfell,The North,Stark,1,Male
396,396,396,Season 1,S01E01,Winter is Coming,20,396,JAIME LANNISTER, Well said.,Winterfell,The North,Lannister,1,Male
397,397,397,Season 1,S01E01,Winter is Coming,20,397,ARYA STARK,[ARYA flips food onto SANSA's face.],Winterfell,The North,Stark,1,Female
398,398,398,Season 1,S01E01,Winter is Coming,20,398,SANSA STARK, Arya!,Winterfell,The North,Stark,1,Female
399,399,399,Season 1,S01E01,Winter is Coming,20,399,CATELYN STARK,[CATELYN signals a laughing ROBB to deal with the girls. He hoists up ARYA.],Winterfell,The North,Stark,1,Female
400,400,400,Season 1,S01E01,Winter is Coming,20,400,ROBB STARK,[CATELYN signals a laughing ROBB to deal with the girls. He hoists up ARYA.],Winterfell,The North,Stark,1,Male
401,401,401,Season 1,S01E01,Winter is Coming,20,401,ARYA STARK,[CATELYN signals a laughing ROBB to deal with the girls. He hoists up ARYA.],Winterfell,The North,Stark,1,Female
402,402,402,Season 1,S01E01,Winter is Coming,20,402,ROBB STARK, Time for bed.,Winterfell,The North,Stark,1,Male
403,403,403,Season 1,S01E01,Winter is Coming,21,403,NED STARK,[The scene shifts to after the banquet. NED and CATELYN are in their bed.],Winterfell,The North,Stark,1,Male
404,404,404,Season 1,S01E01,Winter is Coming,21,404,CATELYN STARK,[The scene shifts to after the banquet. NED and CATELYN are in their bed.],Winterfell,The North,Stark,1,Female
405,405,405,Season 1,S01E01,Winter is Coming,21,405,NED STARK," I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",Winterfell,The North,Stark,1,Male
406,406,406,Season 1,S01E01,Winter is Coming,21,406,CATELYN STARK, I won't let him take you.,Winterfell,The North,Stark,1,Female
407,407,407,Season 1,S01E01,Winter is Coming,21,407,NED STARK, The king takes what he wants. That's why he's king.,Winterfell,The North,Stark,1,Male
408,408,408,Season 1,S01E01,Winter is Coming,21,408,CATELYN STARK," I'll say, 'Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",Winterfell,The North,Stark,1,Female
409,409,409,Season 1,S01E01,Winter is Coming,21,409,NED STARK, How did he get so fat?,Winterfell,The North,Stark,1,Male
410,410,410,Season 1,S01E01,Winter is Coming,21,410,CATELYN STARK, He only stops eating when it's time for a drink.,Winterfell,The North,Stark,1,Female
411,411,411,Season 1,S01E01,Winter is Coming,21,411,SCRIPT_NOTE,[There's a knock at the door.],Winterfell,The North,Other,0,Other
412,412,412,Season 1,S01E01,Winter is Coming,21,412,A VOICE," It's Maester Luwin, my lord.",Winterfell,The North,Other,0,Other
413,413,413,Season 1,S01E01,Winter is Coming,21,413,NED STARK, Send him in.,Winterfell,The North,Stark,1,Male
414,414,414,Season 1,S01E01,Winter is Coming,21,414,LUWIN," Pardon, my lord, my lady. A rider in the night from your sister.",Winterfell,The North,Other,0,Other
415,415,415,Season 1,S01E01,Winter is Coming,21,415,CATELYN STARK,[He hands CATELYN a sealed note.],Winterfell,The North,Stark,1,Female
416,416,416,Season 1,S01E01,Winter is Coming,21,416,NED STARK, Stay.,Winterfell,The North,Stark,1,Male
417,417,417,Season 1,S01E01,Winter is Coming,21,417,CATELYN STARK, This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,Winterfell,The North,Stark,1,Female
418,418,418,Season 1,S01E01,Winter is Coming,21,418,CATELYN STARK,"[CATELYN reads the note, looks up in alarm, and then burns it.]",Winterfell,The North,Stark,1,Female
419,419,419,Season 1,S01E01,Winter is Coming,21,419,NED STARK, What news?,Winterfell,The North,Stark,1,Male
420,420,420,Season 1,S01E01,Winter is Coming,21,420,CATELYN STARK, She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,Winterfell,The North,Stark,1,Female
421,421,421,Season 1,S01E01,Winter is Coming,21,421,NED STARK," She's fresh widowed, Cat. She doesn't know what she's saying.",Winterfell,The North,Stark,1,Male
422,422,422,Season 1,S01E01,Winter is Coming,21,422,CATELYN STARK," Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",Winterfell,The North,Stark,1,Female
423,423,423,Season 1,S01E01,Winter is Coming,21,423,LUWIN," If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",Winterfell,The North,Other,0,Other
424,424,424,Season 1,S01E01,Winter is Coming,21,424,CATELYN STARK, They murdered the last Hand. Now you want Ned to take the job.,Winterfell,The North,Stark,1,Female
425,425,425,Season 1,S01E01,Winter is Coming,21,425,LUWIN," The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",Winterfell,The North,Other,0,Other
426,426,426,Season 1,S01E01,Winter is Coming,21,426,CATELYN STARK, He spent half his life fighting Robert's wars. He owes him nothing. (To NED) Your father and brother rode south once on a king's demand.,Winterfell,The North,Stark,1,Female
427,427,427,Season 1,S01E01,Winter is Coming,21,427,LUWIN, A different time. Different king.,Winterfell,The North,Other,0,Other
428,428,428,Season 1,S01E01,Winter is Coming,22,428,KHAL DROGO,[The scene shifts to the wild wedding celebration of KHAL DROGO and DAENERYS. Fighting and fornication. DAENERYS looks stricken at everything around her.],Pentos,Essos,Other,1,Male
429,429,429,Season 1,S01E01,Winter is Coming,22,429,DAENERYS TARGARYEN,[The scene shifts to the wild wedding celebration of KHAL DROGO and DAENERYS. Fighting and fornication. DAENERYS looks stricken at everything around her.],Pentos,Essos,Other,1,Female
430,430,430,Season 1,S01E01,Winter is Coming,22,430,VISERYS TARGARYEN, When do I meet with the Khal? We need to begin planning the invasion.,Pentos,Essos,Other,0,Other
431,431,431,Season 1,S01E01,Winter is Coming,22,431,ILLYRIO," If Khal Drogo has promised you a crown, you shall have it.",Pentos,Essos,Other,0,Other
432,432,432,Season 1,S01E01,Winter is Coming,22,432,VISERYS TARGARYEN, When?,Pentos,Essos,Other,0,Other
433,433,433,Season 1,S01E01,Winter is Coming,22,433,ILLYRIO, When their omens favor war.,Pentos,Essos,Other,0,Other
434,434,434,Season 1,S01E01,Winter is Coming,22,434,VISERYS TARGARYEN, I piss on Dothraki omens. I waited 17 years to get my throne back.,Pentos,Essos,Other,0,Other
435,435,435,Season 1,S01E01,Winter is Coming,22,435,KHAL DROGO,[The sex and violence intensify. Two men fight to the death over a woman each is trying to rape. KHAL DROGO watches avidly.],Pentos,Essos,Other,1,Male
436,436,436,Season 1,S01E01,Winter is Coming,22,436,ILLYRIO, A Dothraki wedding without at least three deaths is considered a dull affair.,Pentos,Essos,Other,0,Other
437,437,437,Season 1,S01E01,Winter is Coming,22,437,KHAL DROGO,"[A knight in Westerosi garb appears. KHAL DROGO greets him in Dothraki. It is JORAH MORMONT, bearing books.]",Pentos,Essos,Other,1,Male
438,438,438,Season 1,S01E01,Winter is Coming,22,438,SCRIPT_NOTE,"[A knight in Westerosi garb appears. KHAL DROGO greets him in Dothraki. It is JORAH MORMONT, bearing books.]",Pentos,Essos,Other,0,Other
439,439,439,Season 1,S01E01,Winter is Coming,22,439,JORAH MORMONT, A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,Pentos,Essos,Other,1,Male
440,440,440,Season 1,S01E01,Winter is Coming,22,440,DAENERYS TARGARYEN," Thank you, ser. Are you from my country?",Pentos,Essos,Other,1,Female
441,441,441,Season 1,S01E01,Winter is Coming,22,441,JORAH MORMONT," Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",Pentos,Essos,Other,1,Male
442,442,442,Season 1,S01E01,Winter is Coming,22,442,SCRIPT_NOTE,[DANY is presented with a chest with three dragon eggs in it.],Pentos,Essos,Other,0,Other
443,443,443,Season 1,S01E01,Winter is Coming,22,443,ILLYRIO," Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",Pentos,Essos,Other,0,Other
444,444,444,Season 1,S01E01,Winter is Coming,22,444,DAENERYS TARGARYEN," Thank you, Magister.",Pentos,Essos,Other,1,Female
445,445,445,Season 1,S01E01,Winter is Coming,22,445,KHAL DROGO,"[KHAL DROGO rises and strides forward. DAENERYS follows him, looking sick with fear. The Dothraki crowd behind her as she goes. The KHAL leads her to a white mare.]",Pentos,Essos,Other,1,Male
446,446,446,Season 1,S01E01,Winter is Coming,22,446,DAENERYS TARGARYEN,"[KHAL DROGO rises and strides forward. DAENERYS follows him, looking sick with fear. The Dothraki crowd behind her as she goes. The KHAL leads her to a white mare.]",Pentos,Essos,Other,1,Female
447,447,447,Season 1,S01E01,Winter is Coming,22,447,DAENERYS TARGARYEN," She's beautiful. Ser Jorah, I don't know how to say 'thank you' in Dothraki.",Pentos,Essos,Other,1,Female
448,448,448,Season 1,S01E01,Winter is Coming,22,448,JORAH MORMONT, There is no word for 'thank you' in Dothraki.,Pentos,Essos,Other,1,Male
449,449,449,Season 1,S01E01,Winter is Coming,22,449,SCRIPT_NOTE,[The KHAL puts DANY on her horse and mounts his.],Pentos,Essos,Other,0,Other
450,450,450,Season 1,S01E01,Winter is Coming,22,450,VISERYS TARGARYEN, Make him happy.,Pentos,Essos,Other,0,Other
451,451,451,Season 1,S01E01,Winter is Coming,22,451,SCRIPT_NOTE,[The scene shifts to the seaside at sunset. The KHAL begins to unwrap DANY's dress. She is sobbing. He touches the tears on her face.],Pentos,Essos,Other,0,Other
452,452,452,Season 1,S01E01,Winter is Coming,22,452,KHAL DROGO, No.,Pentos,Essos,Other,1,Male
453,453,453,Season 1,S01E01,Winter is Coming,22,453,DAENERYS TARGARYEN, Do you know the Common Tongue?,Pentos,Essos,Other,1,Female
454,454,454,Season 1,S01E01,Winter is Coming,22,454,KHAL DROGO, No.,Pentos,Essos,Other,1,Male
455,455,455,Season 1,S01E01,Winter is Coming,22,455,DAENERYS TARGARYEN, Is 'no' the only word that you know?,Pentos,Essos,Other,1,Female
456,456,456,Season 1,S01E01,Winter is Coming,22,456,KHAL DROGO, No.,Pentos,Essos,Other,1,Male
457,457,457,Season 1,S01E01,Winter is Coming,22,457,SCRIPT_NOTE,[He takes off her gown and bends her down.],Pentos,Essos,Other,0,Other
458,458,458,Season 1,S01E01,Winter is Coming,23,458,TYRION LANNISTER,[The scene shifts to Winterfell. Tyrion and the Hound are seated outside the day after the banquet.],Winterfell,The North,Lannister,1,Male
459,459,459,Season 1,S01E01,Winter is Coming,23,459,SANDOR CLEGANE,[The scene shifts to Winterfell. Tyrion and the Hound are seated outside the day after the banquet.],Winterfell,The North,Other,1,Male
460,460,460,Season 1,S01E01,Winter is Coming,23,460,SANDOR CLEGANE," Rough night, Imp?",Winterfell,The North,Other,1,Male
461,461,461,Season 1,S01E01,Winter is Coming,23,461,TYRION LANNISTER," If I get through this without squirting from one end or the other, it will be a miracle.",Winterfell,The North,Lannister,1,Male
462,462,462,Season 1,S01E01,Winter is Coming,23,462,SANDOR CLEGANE, I didn't pick you for a hunter.,Winterfell,The North,Other,1,Male
463,463,463,Season 1,S01E01,Winter is Coming,23,463,TYRION LANNISTER, The greatest in the land. My spear never misses.,Winterfell,The North,Lannister,1,Male
464,464,464,Season 1,S01E01,Winter is Coming,23,464,SANDOR CLEGANE, It's not hunting if you pay for it.,Winterfell,The North,Other,1,Male
465,465,465,Season 1,S01E01,Winter is Coming,23,465,NED STARK,[The king and Ned come into view.],Winterfell,The North,Stark,1,Male
466,466,466,Season 1,S01E01,Winter is Coming,23,466,ROBERT BARATHEON, Are you as good with a spear as you used to be?,Winterfell,The North,Baratheon,1,Male
467,467,467,Season 1,S01E01,Winter is Coming,23,467,NED STARK," No, but I'm still better than you.",Winterfell,The North,Stark,1,Male
468,468,468,Season 1,S01E01,Winter is Coming,23,468,ROBERT BARATHEON, I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.,Winterfell,The North,Baratheon,1,Male
469,469,469,Season 1,S01E01,Winter is Coming,23,469,NED STARK, I hope I'll serve you well.,Winterfell,The North,Stark,1,Male
470,470,470,Season 1,S01E01,Winter is Coming,23,470,ROBERT BARATHEON," You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!",Winterfell,The North,Baratheon,1,Male
471,471,471,Season 1,S01E01,Winter is Coming,23,471,NED STARK,"[The king's party rides off, NED nodding goodbye to BRAN, whose wolf pup begins sniffing at his feet.]",Winterfell,The North,Stark,1,Male
472,472,472,Season 1,S01E01,Winter is Coming,24,472,BRAN STARK,"[The king's party rides off, NED nodding goodbye to BRAN, whose wolf pup begins sniffing at his feet.]",Winterfell,The North,Stark,1,Male
473,473,473,Season 1,S01E01,Winter is Coming,24,473,BRAN STARK," Come on, you.",Winterfell,The North,Stark,1,Male
474,474,474,Season 1,S01E01,Winter is Coming,24,474,BRAN STARK,"[BRAN begins climbing, his wolf pup crying at the bottom of the castle wall. As he nears the top, he hears a woman and man moaning. Peering in the window, he sees CERSEI and JAIME having sex. CERSEI sees BRAN.]",Winterfell,The North,Stark,1,Male
475,475,475,Season 1,S01E01,Winter is Coming,24,475,CERSEI LANNISTER,"[BRAN begins climbing, his wolf pup crying at the bottom of the castle wall. As he nears the top, he hears a woman and man moaning. Peering in the window, he sees CERSEI and JAIME having sex. CERSEI sees BRAN.]",Winterfell,The North,Lannister,1,Female
476,476,476,Season 1,S01E01,Winter is Coming,24,476,JAIME LANNISTER,"[BRAN begins climbing, his wolf pup crying at the bottom of the castle wall. As he nears the top, he hears a woman and man moaning. Peering in the window, he sees CERSEI and JAIME having sex. CERSEI sees BRAN.]",Winterfell,The North,Lannister,1,Male
477,477,477,Season 1,S01E01,Winter is Coming,24,477,CERSEI LANNISTER, Stop. STOP.,Winterfell,The North,Lannister,1,Female
478,478,478,Season 1,S01E01,Winter is Coming,24,478,JAIME LANNISTER,[JAIME runs and grabs BRAN at the window.],Winterfell,The North,Lannister,1,Male
479,479,479,Season 1,S01E01,Winter is Coming,24,479,BRAN STARK,[JAIME runs and grabs BRAN at the window.],Winterfell,The North,Stark,1,Male
480,480,480,Season 1,S01E01,Winter is Coming,24,480,JAIME LANNISTER, Are you completely mad?,Winterfell,The North,Lannister,1,Male
481,481,481,Season 1,S01E01,Winter is Coming,24,481,CERSEI LANNISTER, He saw us.,Winterfell,The North,Lannister,1,Female
482,482,482,Season 1,S01E01,Winter is Coming,24,482,JAIME LANNISTER, It's all right. It's all right.,Winterfell,The North,Lannister,1,Male
483,483,483,Season 1,S01E01,Winter is Coming,24,483,CERSEI LANNISTER, He saw us!,Winterfell,The North,Lannister,1,Female
484,484,484,Season 1,S01E01,Winter is Coming,24,484,JAIME LANNISTER," I heard you the first time. (To BRAN) Quite the little climber, aren't you? How old are you, boy?",Winterfell,The North,Lannister,1,Male
485,485,485,Season 1,S01E01,Winter is Coming,24,485,BRAN STARK, Ten,Winterfell,The North,Stark,1,Male
486,486,486,Season 1,S01E01,Winter is Coming,24,486,JAIME LANNISTER, Ten.,Winterfell,The North,Lannister,1,Male
487,487,487,Season 1,S01E01,Winter is Coming,24,487,JAIME LANNISTER,"[JAIME looks at CERSEI, who gazes back imploringly.]",Winterfell,The North,Lannister,1,Male
488,488,488,Season 1,S01E01,Winter is Coming,24,488,CERSEI LANNISTER,"[JAIME looks at CERSEI, who gazes back imploringly.]",Winterfell,The North,Lannister,1,Female
489,489,489,Season 1,S01E01,Winter is Coming,24,489,JAIME LANNISTER, The things I do for love.,Winterfell,The North,Lannister,1,Male
490,490,490,Season 1,S01E01,Winter is Coming,24,490,BRAN STARK,[He shoves BRAN out the window.],Winterfell,The North,Stark,1,Male
491,491,491,Season 1,S01E01,Winter is Coming,24,491,SCENE BREAK,/ BLACKOUT /,Winterfell,The North,Other,0,Other
492,492,492,Season 1,S01E02,The Kingsroad,1,492,DAENERYS TARGARYEN,Daenerys on horseback looking at Drogo and his people.,Dothraki Sea,Essos,Other,1,Female
493,493,493,Season 1,S01E02,The Kingsroad,1,493,KHAL DROGO,Daenerys on horseback looking at Drogo and his people.,Dothraki Sea,Essos,Other,1,Male
494,494,494,Season 1,S01E02,The Kingsroad,1,494,JORAH MORMONT," You need to drink, child... And eat.",Dothraki Sea,Essos,Other,1,Male
495,495,495,Season 1,S01E02,The Kingsroad,1,495,DAENERYS TARGARYEN, Isn't there anything else?,Dothraki Sea,Essos,Other,1,Female
496,496,496,Season 1,S01E02,The Kingsroad,1,496,JORAH MORMONT," The Dothraki have two things in abundance: grass and horses. People can't live on grass... In the Shadow Lands beyond Asshai, they say there are fields of ghost grass with stalks as pale as milk that glow in the night. It murders all other grass. The Dothraki believe that one day it will cover everything. That's the way the world will endIt'll get easier.",Dothraki Sea,Essos,Other,1,Male
497,497,497,Season 1,S01E02,The Kingsroad,1,497,DAENERYS TARGARYEN,"Arriving at camp, Daenerys looks exhausted from riding.",Dothraki Sea,Essos,Other,1,Female
498,498,498,Season 1,S01E02,The Kingsroad,1,498,DOREAH, Khaleesi!,Dothraki Sea,Essos,Other,0,Other
499,499,499,Season 1,S01E02,The Kingsroad,1,499,IRRI, Your hands.,Dothraki Sea,Essos,Other,0,Other
500,500,500,Season 1,S01E02,The Kingsroad,1,500,DAENERYS TARGARYEN,"After Daenerys is escorted away, Jorah and Viserys are alone.",Dothraki Sea,Essos,Other,1,Female
501,501,501,Season 1,S01E02,The Kingsroad,1,501,JORAH MORMONT,"After Daenerys is escorted away, Jorah and Viserys are alone.",Dothraki Sea,Essos,Other,1,Male
502,502,502,Season 1,S01E02,The Kingsroad,1,502,VISERYS TARGARYEN,"After Daenerys is escorted away, Jorah and Viserys are alone.",Dothraki Sea,Essos,Other,0,Other
503,503,503,Season 1,S01E02,The Kingsroad,1,503,JORAH MORMONT," We're still not far from Pentos, your Grace. Magister Illyrio has extended his hospitality. You'd be more comfortable there.",Dothraki Sea,Essos,Other,1,Male
